0	3.14169	0.0001
0.01	3.14169	0.00010101
0.02	3.14169	0.00010203
0.03	3.1417	0.00010306
0.04	3.1417	0.000104101
0.05	3.1417	0.000105152
0.06	3.1417	0.000106214
0.07	3.1417	0.000107286
0.08	3.1417	0.000108369
0.09	3.1417	0.000109462
0.1	3.1417	0.000110567
0.11	3.1417	0.000111683
0.12	3.14171	0.00011281
0.13	3.14171	0.000113948
0.14	3.14171	0.000115097
0.15	3.14171	0.000116258
0.16	3.14171	0.000117431
0.17	3.14171	0.000118616
0.18	3.14171	0.000119812
0.19	3.14171	0.00012102
0.2	3.14171	0.000122241
0.21	3.14172	0.000123473
0.22	3.14172	0.000124718
0.23	3.14172	0.000125976
0.24	3.14172	0.000127246
0.25	3.14172	0.000128528
0.26	3.14172	0.000129824
0.27	3.14172	0.000131133
0.28	3.14172	0.000132454
0.29	3.14173	0.000133789
0.3	3.14173	0.000135138
0.31	3.14173	0.000136499
0.32	3.14173	0.000137875
0.33	3.14173	0.000139264
0.34	3.14173	0.000140667
0.35	3.14173	0.000142085
0.36	3.14174	0.000143516
0.37	3.14174	0.000144962
0.38	3.14174	0.000146422
0.39	3.14174	0.000147897
0.4	3.14174	0.000149387
0.41	3.14174	0.000150892
0.42	3.14174	0.000152412
0.43	3.14175	0.000153947
0.44	3.14175	0.000155497
0.45	3.14175	0.000157063
0.46	3.14175	0.000158645
0.47	3.14175	0.000160242
0.48	3.14175	0.000161856
0.49	3.14176	0.000163486
0.5	3.14176	0.000165132
0.51	3.14176	0.000166794
0.52	3.14176	0.000168474
0.53	3.14176	0.00017017
0.54	3.14176	0.000171883
0.55	3.14177	0.000173613
0.56	3.14177	0.000175361
0.57	3.14177	0.000177126
0.58	3.14177	0.000178909
0.59	3.14177	0.00018071
0.6	3.14177	0.000182529
0.61	3.14178	0.000184366
0.62	3.14178	0.000186222
0.63	3.14178	0.000188096
0.64	3.14178	0.000189989
0.65	3.14178	0.000191901
0.66	3.14179	0.000193832
0.67	3.14179	0.000195783
0.68	3.14179	0.000197753
0.69	3.14179	0.000199743
0.7	3.14179	0.000201753
0.71	3.1418	0.000203783
0.72	3.1418	0.000205834
0.73	3.1418	0.000207905
0.74	3.1418	0.000209997
0.75	3.1418	0.000212109
0.76	3.14181	0.000214244
0.77	3.14181	0.000216399
0.78	3.14181	0.000218576
0.79	3.14181	0.000220775
0.8	3.14181	0.000222996
0.81	3.14182	0.00022524
0.82	3.14182	0.000227506
0.83	3.14182	0.000229794
0.84	3.14182	0.000232106
0.85	3.14183	0.000234441
0.86	3.14183	0.000236799
0.87	3.14183	0.000239181
0.88	3.14183	0.000241587
0.89	3.14184	0.000244017
0.9	3.14184	0.000246471
0.91	3.14184	0.00024895
0.92	3.14184	0.000251454
0.93	3.14185	0.000253984
0.94	3.14185	0.000256538
0.95	3.14185	0.000259118
0.96	3.14185	0.000261724
0.97	3.14186	0.000264357
0.98	3.14186	0.000267015
0.99	3.14186	0.000269701
1	3.14186	0.000272413
1.01	3.14187	0.000275153
1.02	3.14187	0.00027792
1.03	3.14187	0.000280715
